Customer Id,First Name,Last Name,Gender,Region,State,Age,Email Id,Month Name,Month,Plan price,Plan Category,Services,Customer Type,Serving site,Day,Date`,State date,Customer type,Number
S0967,Cherry,Cawkwell,Male,Central,Madhya Pradesh,34,ccawkwellqu@xrea.com,Jan,1/3/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,7,3,3-Jan,Madhya Pradesh3-Jan,Retain,9708567485
S0968,Jacky,Coverdill,Female,Central,Madhya Pradesh,30,jcoverdillqv@oakley.com,Jan,1/3/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,9,3,3-Jan,Madhya Pradesh3-Jan,Retain,9708567525
S0969,Theodora,Children,Female,Central,Madhya Pradesh,30,tchildrenqw@soundcloud.com,Jan,1/11/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,3,11,11-Jan,Madhya Pradesh11-Jan,Retain,9708567549
S0970,Ursala,Try,Female,Central,Madhya Pradesh,19,utryqx@seesaa.net,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,2,2-Jan,Madhya Pradesh2-Jan,Retain,9708567601
S0971,Melvyn,Bagehot,Female,Central,Madhya Pradesh,23,mbagehotqy@behance.net,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,2,2-Jan,Madhya Pradesh2-Jan,Retain,9708567605
S0972,Cob,Spurdon,Female,Central,Madhya Pradesh,29,cspurdonqz@163.com,Jan,1/23/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,9,23,23-Jan,Madhya Pradesh23-Jan,Retain,9708567617
S0973,Paulette,Esome,Male,Central,Madhya Pradesh,22,pesomer0@unc.edu,Jan,1/3/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,3,3-Jan,Madhya Pradesh3-Jan,Retain,9708567621
S0974,Anet,Danis,Male,Central,Madhya Pradesh,30,adanisr1@live.com,Jan,1/13/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,13,13-Jan,Madhya Pradesh13-Jan,Churn,9708567629
S0975,Fletcher,Renshell,Male,Central,Madhya Pradesh,24,frenshellr2@issuu.com,Jan,1/3/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,3,3-Jan,Madhya Pradesh3-Jan,Retain,9708567637
S0976,Wenda,MacGill,Female,Central,Madhya Pradesh,22,wmacgillr3@npr.org,Jan,1/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,22,22-Jan,Madhya Pradesh22-Jan,Churn,9708567649
S0977,Fanechka,Labbez,Female,Central,Madhya Pradesh,37,flabbezr4@diigo.com,Jan,1/21/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,7,21,21-Jan,Madhya Pradesh21-Jan,Churn,9708567657
S0978,Ellyn,Hains,Male,Central,Madhya Pradesh,38,ehainsr5@csmonitor.com,Jan,1/22/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,2,22,22-Jan,Madhya Pradesh22-Jan,Churn,9708567661
S0979,Manny,Behninck,Female,Central,Madhya Pradesh,50,mbehninckr6@lycos.com,Jan,1/12/2021,149,Voice Only,"text,voice",Postpaid,7,12,12-Jan,Madhya Pradesh12-Jan,Churn,9708567685
S0980,Udale,Reyes,Male,Central,Madhya Pradesh,38,ureyesr7@nps.gov,Jan,1/8/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,8,8,8-Jan,Madhya Pradesh8-Jan,Churn,9708567689
S0981,Sully,Treherne,Female,Central,Madhya Pradesh,24,streherner8@amazonaws.com,Jan,1/18/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,9,18,18-Jan,Madhya Pradesh18-Jan,Churn,9708567693
S0982,Vanya,Sweetland,Male,Central,Madhya Pradesh,48,vsweetlandr9@hud.gov,Jan,1/13/2021,99,Voice Only,"text,voice",Prepaid,9,13,13-Jan,Madhya Pradesh13-Jan,Churn,9708567701
S0983,Timmi,Twopenny,Male,Central,Madhya Pradesh,20,ttwopennyra@reverbnation.com,Jan,1/10/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,10,10-Jan,Madhya Pradesh10-Jan,Churn,9708567709
S0984,Beatriz,Toderini,Female,Central,Madhya Pradesh,23,btoderinirb@netscape.com,Jan,1/11/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,11,11-Jan,Madhya Pradesh11-Jan,Churn,9708567717
S0985,Tilda,Weatherdon,Male,Central,Madhya Pradesh,21,tweatherdonrc@wsj.com,Jan,1/1/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,1,1-Jan,Madhya Pradesh1-Jan,Churn,9708567721
S0986,Leigh,Croughan,Female,Central,Madhya Pradesh,33,lcroughanrd@icio.us,Jan,1/8/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,4,8,8-Jan,Madhya Pradesh8-Jan,Churn,9708567729
S0987,Walden,Gustus,Male,Central,Madhya Pradesh,18,wgustusre@vistaprint.com,Jan,1/15/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,15,15-Jan,Madhya Pradesh15-Jan,Churn,9708567733
S0988,Torey,Pitrollo,Female,Central,Madhya Pradesh,26,tpitrollorf@baidu.com,Jan,1/3/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,3,3-Jan,Madhya Pradesh3-Jan,Churn,9708567737
S0989,Theo,Langmuir,Female,Central,Madhya Pradesh,23,tlangmuirrg@comsenz.com,Jan,1/12/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,12,12-Jan,Madhya Pradesh12-Jan,Churn,9708567745
S0990,Will,Stathor,Male,Central,Madhya Pradesh,36,wstathorrh@hubpages.com,Jan,1/5/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,5,5-Jan,Madhya Pradesh5-Jan,Churn,9708567781
S0991,Nigel,Dewhirst,Female,Central,Madhya Pradesh,19,ndewhirstri@ow.ly,Jan,1/14/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,14,14-Jan,Madhya Pradesh14-Jan,Churn,9708567789
S0992,Ingaborg,Spall,Male,Central,Madhya Pradesh,22,ispallrj@wix.com,Jan,1/17/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,17,17-Jan,Madhya Pradesh17-Jan,Churn,9708567797
S0993,Linnie,Orris,Female,Central,Madhya Pradesh,22,lorrisrk@mysql.com,Jan,1/5/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,5,5-Jan,Madhya Pradesh5-Jan,Churn,9708567801
S0994,Gabey,Windows,Male,Central,Madhya Pradesh,23,gwindowsrl@oaic.gov.au,Jan,1/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,24,24-Jan,Madhya Pradesh24-Jan,Retain,9708567805
S1012,Arlee,Vaudin,Male,Central,Madhya Pradesh,20,avaudinb@webnode.com,Jul,7/7/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,7,7-Jul,Madhya Pradesh7-Jul,Retain,9708567981
S1013,Johny,Swinden,Male,Central,Madhya Pradesh,33,jswindenc@wisc.edu,Jul,7/24/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,24,24-Jul,Madhya Pradesh24-Jul,Retain,9708567985
S1014,Armstrong,Dionsetto,Male,Central,Madhya Pradesh,20,adionsettod@devhub.com,Jul,7/17/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,17,17-Jul,Madhya Pradesh17-Jul,Retain,9708567993
S1015,Flinn,Paslow,Female,Central,Madhya Pradesh,19,fpaslowe@usda.gov,Jul,7/16/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,16,16-Jul,Madhya Pradesh16-Jul,Retain,9708568013
S1016,Barron,Churchward,Male,Central,Madhya Pradesh,22,bchurchwardf@slideshare.net,Aug,8/17/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,17,17-Aug,Madhya Pradesh17-Aug,Retain,9708568017
S1017,Inessa,Downie,Male,Central,Madhya Pradesh,21,idownieg@ca.gov,Aug,8/27/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,27,27-Aug,Madhya Pradesh27-Aug,Retain,9708568025
S1018,Filippa,Fiennes,Male,Central,Madhya Pradesh,30,ffiennesh@nbcnews.com,Aug,8/20/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,2,20,20-Aug,Madhya Pradesh20-Aug,Retain,9708568029
S1019,Pattie,Fireman,Female,Central,Madhya Pradesh,31,pfiremani@i2i.jp,Aug,8/29/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,5,29,29-Aug,Madhya Pradesh29-Aug,Retain,9708568033
S1020,Kylynn,Brahms,Female,Central,Madhya Pradesh,35,kbrahmsj@lulu.com,Sep,9/24/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,7,24,24-Sep,Madhya Pradesh24-Sep,Retain,9708568053
S1021,Mic,Bartlomieczak,Female,Central,Madhya Pradesh,27,mbartlomieczakk@hubpages.com,Sep,9/30/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,30,30-Sep,Madhya Pradesh30-Sep,Retain,9708568061
S1022,Tiff,Wordesworth,Male,Central,Madhya Pradesh,24,twordesworthl@berkeley.edu,Sep,9/30/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,30,30-Sep,Madhya Pradesh30-Sep,Retain,9708568081
S1023,Garek,Sherbrooke,Female,Central,Madhya Pradesh,18,gsherbrookem@amazon.co.uk,Sep,9/14/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,14,14-Sep,Madhya Pradesh14-Sep,Retain,9708568085
S1024,Davida,Tsarovic,Male,Central,Madhya Pradesh,26,dtsarovicn@dagondesign.com,Oct,10/6/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,6,6-Oct,Madhya Pradesh6-Oct,Retain,9708568089
S1025,Homerus,Banasevich,Female,Central,Madhya Pradesh,25,hbanasevicho@epa.gov,Oct,10/5/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,5,5-Oct,Madhya Pradesh5-Oct,Retain,9708568105
S1026,Paten,Hickisson,Female,Central,Madhya Pradesh,24,phickissonp@wikimedia.org,Oct,10/3/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,3,3-Oct,Madhya Pradesh3-Oct,Retain,9708568113
S1027,Joana,Wickstead,Female,Central,Madhya Pradesh,19,jwicksteadq@qq.com,Oct,10/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,22,22-Oct,Madhya Pradesh22-Oct,Retain,7767091139
S1028,Natalya,Bradane,Female,Central,Madhya Pradesh,21,nbradaner@google.com,Nov,11/4/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,4,4-Nov,Madhya Pradesh4-Nov,Retain,7767091175
S1029,Maddy,Galego,Male,Central,Madhya Pradesh,18,mgalegos@symantec.com,Nov,11/9/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,9,9-Nov,Madhya Pradesh9-Nov,Retain,7767091183
S1030,Alli,Rittmeier,Male,Central,Madhya Pradesh,21,arittmeiert@topsy.com,Nov,11/20/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,20,20-Nov,Madhya Pradesh20-Nov,Retain,7767091195
S1031,Melonie,Simpole,Female,Central,Madhya Pradesh,19,msimpoleu@smh.com.au,Nov,11/15/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,15,15-Nov,Madhya Pradesh15-Nov,Retain,7767091199
S1032,Taber,Kitchingham,Male,Central,Madhya Pradesh,26,tkitchinghamv@weibo.com,Dec,12/19/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,19,19-Dec,Madhya Pradesh19-Dec,New,7767091203
S1033,Ericha,Sexcey,Male,Central,Madhya Pradesh,21,esexceyw@bing.com,Dec,12/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,8,8-Dec,Madhya Pradesh8-Dec,New,7767091215
S1034,Thia,Westman,Female,Central,Madhya Pradesh,18,twestmanx@amazon.co.uk,Dec,12/29/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,29,29-Dec,Madhya Pradesh29-Dec,New,7767091219
S1035,Casi,Dadson,Female,Central,Madhya Pradesh,25,cdadsony@51.la,Dec,12/21/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,21,21-Dec,Madhya Pradesh21-Dec,New,7767091239
S1036,Sheeree,McBrady,Female,West,Maharashtra,31,smcbradyz@mapquest.com,Jan,1/13/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,12,13,13-Jan,Maharashtra13-Jan,Retain,7767091243
S1037,Antonina,Vasyukhnov,Male,West,Maharashtra,27,avasyukhnov10@loc.gov,Jan,1/15/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,7,15,15-Jan,Maharashtra15-Jan,Retain,7767091247
S1038,Shem,Sergent,Female,West,Maharashtra,22,ssergent11@quantcast.com,Jan,1/12/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,12,12-Jan,Maharashtra12-Jan,Retain,7767091251
S1039,Mirabella,Smale,Male,West,Maharashtra,25,msmale12@vk.com,Jan,1/22/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,22,22-Jan,Maharashtra22-Jan,Retain,7767091255
S1040,Tessy,Channon,Female,West,Maharashtra,49,tchannon13@smugmug.com,Jan,1/15/2021,149,Voice Only,"text,voice",Postpaid,12,15,15-Jan,Maharashtra15-Jan,Retain,7767091271
S1041,Albrecht,Ball,Female,West,Maharashtra,18,aball14@bizjournals.com,Jan,1/15/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,15,15-Jan,Maharashtra15-Jan,Retain,7767091275
S1042,Herc,Brampton,Male,West,Maharashtra,24,hbrampton15@smugmug.com,Jan,1/17/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,11,17,17-Jan,Maharashtra17-Jan,Retain,7767091283
S1043,Koressa,Barnish,Female,West,Maharashtra,53,kbarnish16@narod.ru,Jan,1/1/2021,99,Voice Only,"text,voice",Prepaid,7,1,1-Jan,Maharashtra1-Jan,Retain,7767091287
S1044,Verla,Grassi,Female,West,Maharashtra,37,vgrassi17@histats.com,Jan,1/10/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,4,10,10-Jan,Maharashtra10-Jan,Retain,7767091291
S1045,Joelynn,Dochon,Female,West,Maharashtra,41,jdochon18@va.gov,Jan,1/8/2021,99,Voice Only,"text,voice",Prepaid,4,8,8-Jan,Maharashtra8-Jan,Retain,7767091295
S1046,Susanne,Teacy,Male,West,Maharashtra,34,steacy19@washingtonpost.com,Jan,1/21/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,21,21-Jan,Maharashtra21-Jan,Retain,7767091303
S1047,Marcile,Strelitzki,Female,West,Maharashtra,29,mstrelitzki1a@fotki.com,Jan,1/23/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,2,23,23-Jan,Maharashtra23-Jan,Retain,7767091315
S1048,Ives,Acock,Female,West,Maharashtra,21,iacock1b@github.io,Jan,1/5/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,5,5-Jan,Maharashtra5-Jan,Retain,7767091323
S1049,Ibbie,Newart,Female,West,Maharashtra,26,inewart1c@earthlink.net,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,2,2-Jan,Maharashtra2-Jan,Retain,7767091327
S1050,Neille,Thick,Male,West,Maharashtra,20,nthick1d@reference.com,Jan,1/18/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,18,18-Jan,Maharashtra18-Jan,Retain,7767091335
S1051,Port,Attenbarrow,Female,West,Maharashtra,28,pattenbarrow1e@tiny.cc,Jan,1/23/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,9,23,23-Jan,Maharashtra23-Jan,Retain,7767091339
S1052,Hanni,Gaunt,Female,West,Maharashtra,36,hgaunt1f@deviantart.com,Jan,1/24/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,24,24-Jan,Maharashtra24-Jan,Retain,7767091367
S1053,Rozamond,Arboin,Female,West,Maharashtra,28,rarboin1g@blog.com,Jan,1/2/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,3,2,2-Jan,Maharashtra2-Jan,Retain,7767091371
S1054,Ninetta,O'Dea,Female,West,Maharashtra,23,nodea1h@cyberchimps.com,Jan,1/21/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,8,21,21-Jan,Maharashtra21-Jan,Retain,7767091383
S1055,Rosa,Thirtle,Male,West,Maharashtra,26,rthirtle1i@whitehouse.gov,Jan,1/14/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,14,14-Jan,Maharashtra14-Jan,Retain,7767091387
S1056,Marrilee,Lynock,Male,West,Maharashtra,19,mlynock1j@jigsy.com,Jan,1/16/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,16,16-Jan,Maharashtra16-Jan,Retain,7767091407
S1057,Thorndike,Carlan,Male,West,Maharashtra,21,tcarlan1k@w3.org,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,2,2-Jan,Maharashtra2-Jan,Retain,7767091411
S1058,Dalli,Boram,Female,West,Maharashtra,24,dboram1l@disqus.com,Jan,1/6/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,6,6-Jan,Maharashtra6-Jan,Retain,7767091415
S1059,Roxi,Knatt,Female,West,Maharashtra,23,rknatt1m@etsy.com,Jan,1/6/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,6,6-Jan,Maharashtra6-Jan,Retain,7767091427
S1060,Lucho,MacGiolla Pheadair,Male,West,Maharashtra,32,lmacgiollapheadair1n@ted.com,Jan,1/20/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,20,20-Jan,Maharashtra20-Jan,Retain,7767091443
S1061,Cash,Lauderdale,Male,West,Maharashtra,23,clauderdale1o@typepad.com,Jan,1/10/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,10,10-Jan,Maharashtra10-Jan,Retain,7767091447
S1062,Chrotoem,Digle,Female,West,Maharashtra,37,cdigle1p@biblegateway.com,Jan,1/19/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,4,19,19-Jan,Maharashtra19-Jan,Retain,7767091471
S1063,Boyd,Ricards,Female,West,Maharashtra,26,bricards1q@cbsnews.com,Jan,1/5/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,5,5-Jan,Maharashtra5-Jan,Retain,7767091475
S1064,Grover,Popple,Female,West,Maharashtra,33,gpopple1r@amazon.de,Jan,1/8/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,8,8-Jan,Maharashtra8-Jan,Retain,7767091487
S1065,Darla,Maskrey,Male,West,Maharashtra,18,dmaskrey1s@yahoo.com,Jan,1/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,24,24-Jan,Maharashtra24-Jan,Retain,7767091495
S1066,Elli,Fibbitts,Female,West,Maharashtra,26,efibbitts1t@xrea.com,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,2,2-Jan,Maharashtra2-Jan,Retain,7767091499
S1067,Ivy,Cheeney,Female,West,Maharashtra,35,icheeney1u@skyrock.com,Jan,1/14/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,9,14,14-Jan,Maharashtra14-Jan,Churn,7767091515
S1068,Lesly,Easdon,Male,West,Maharashtra,23,leasdon1v@amazonaws.com,Jan,1/7/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,7,7-Jan,Maharashtra7-Jan,Retain,7767091523
S1069,Tonye,Whitefoot,Male,West,Maharashtra,38,twhitefoot1w@go.com,Jan,1/13/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,11,13,13-Jan,Maharashtra13-Jan,Churn,7767091527
S1070,Mathe,Kinneir,Female,West,Maharashtra,25,mkinneir1x@nps.gov,Jan,1/17/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,9,17,17-Jan,Maharashtra17-Jan,Churn,7767091535
S1071,Grissel,Franz-Schoninger,Female,West,Maharashtra,19,gfranzschoninger1y@elegantthemes.com,Jan,1/11/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,8,11,11-Jan,Maharashtra11-Jan,Churn,7767091547
S1072,Raymund,Luxmoore,Male,West,Maharashtra,27,rluxmoore1z@cnet.com,Jan,1/9/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,10,9,9-Jan,Maharashtra9-Jan,Churn,7767091583
S1073,Robinette,Dowdell,Male,West,Maharashtra,18,rdowdell20@miitbeian.gov.cn,Jan,1/5/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,11,5,5-Jan,Maharashtra5-Jan,Churn,7767091587
S1074,Binni,Filipov,Male,West,Maharashtra,25,bfilipov21@google.de,Jan,1/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,23,23-Jan,Maharashtra23-Jan,Churn,7767091599
S1075,Mel,Baal,Female,West,Maharashtra,26,mbaal22@i2i.jp,Jan,1/2/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,2,2-Jan,Maharashtra2-Jan,Churn,7767091615
S1076,Rica,Skayman,Male,West,Maharashtra,19,rskayman23@illinois.edu,Jan,1/8/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,8,8-Jan,Maharashtra8-Jan,Churn,7767091619
S1077,Anetta,Shambrook,Female,West,Maharashtra,23,ashambrook24@abc.net.au,Jan,1/18/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,18,18-Jan,Maharashtra18-Jan,Churn,7767091635
S1078,Danell,Venney,Female,West,Maharashtra,32,dvenney25@t-online.de,Jan,1/13/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,4,13,13-Jan,Maharashtra13-Jan,Churn,7767091659
S1079,Gene,Halloway,Male,West,Maharashtra,23,ghalloway26@youtube.com,Jan,1/5/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,5,5-Jan,Maharashtra5-Jan,Churn,7767091667
S1080,Wat,Arden,Female,West,Maharashtra,23,warden27@go.com,Jan,1/23/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,23,23-Jan,Maharashtra23-Jan,Churn,7767091671
S1081,Barny,Puffett,Male,West,Maharashtra,38,bpuffett28@deliciousdays.com,Jan,1/14/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,1,14,14-Jan,Maharashtra14-Jan,Churn,7767091675
S1082,Camel,Fernao,Female,West,Maharashtra,35,cfernao29@unicef.org,Jan,1/6/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,6,6,6-Jan,Maharashtra6-Jan,Churn,7767091687
S1083,Frederich,Gibbons,Male,West,Maharashtra,36,fgibbons2a@eepurl.com,Jan,1/13/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,4,13,13-Jan,Maharashtra13-Jan,Churn,7767091691
S1084,Mariquilla,Remmer,Female,West,Maharashtra,28,mremmer2b@deviantart.com,Jan,1/1/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,8,1,1-Jan,Maharashtra1-Jan,Churn,7767091715
S1085,Alvina,Littlecote,Male,West,Maharashtra,34,alittlecote2c@adobe.com,Jan,1/7/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,9,7,7-Jan,Maharashtra7-Jan,Churn,7767091719
S1086,Darbie,Parysowna,Male,West,Maharashtra,23,dparysowna2d@aboutads.info,Jan,1/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,1,1-Jan,Maharashtra1-Jan,Churn,7767091723
S1087,Les,Egerton,Male,West,Maharashtra,23,legerton2e@hubpages.com,Jan,1/14/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,14,14-Jan,Maharashtra14-Jan,Churn,7767091727
S1088,Birgitta,Daens,Female,West,Maharashtra,20,bdaens2f@vimeo.com,Jan,1/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,9,22,22-Jan,Maharashtra22-Jan,Retain,7767091751
S1104,Adriaens,Cattow,Male,West,Maharashtra,45,acattow2v@jalbum.net,Jul,7/12/2021,99,Voice Only,"text,voice",Prepaid,12,12,12-Jul,Maharashtra12-Jul,Retain,7767091923
S1105,Moe,Iorillo,Female,West,Maharashtra,21,miorillo2w@google.com.au,Jul,7/22/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,22,22-Jul,Maharashtra22-Jul,Retain,7767091927
S1106,Andee,Breitler,Female,West,Maharashtra,27,abreitler2x@amazon.co.jp,Jul,7/29/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,6,29,29-Jul,Maharashtra29-Jul,Retain,7218044644
S1107,Artemas,McLemon,Female,West,Maharashtra,25,amclemon2y@cam.ac.uk,Jul,7/7/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,7,7-Jul,Maharashtra7-Jul,Retain,7218044652
S1108,Raimondo,Bury,Male,West,Maharashtra,24,rbury2z@infoseek.co.jp,Aug,8/27/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,10,27,27-Aug,Maharashtra27-Aug,Retain,7218044664
S1109,Raphael,Blevin,Female,West,Maharashtra,19,rblevin30@blogtalkradio.com,Aug,8/5/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,11,5,5-Aug,Maharashtra5-Aug,Retain,7218044668
S1110,Bailey,Worsnop,Male,West,Maharashtra,34,bworsnop31@cdc.gov,Aug,8/17/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,8,17,17-Aug,Maharashtra17-Aug,Retain,7218044672
S1111,Roxanna,Elven,Female,West,Maharashtra,39,relven32@senate.gov,Sep,9/2/2021,149,Voice Only,"text,voice",Postpaid,3,2,2-Sep,Maharashtra2-Sep,Retain,7218044676
S1112,Pinchas,Lalonde,Male,West,Maharashtra,18,plalonde33@seesaa.net,Sep,9/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,1,1-Sep,Maharashtra1-Sep,Retain,7218044704
S1113,Clementina,Billham,Female,West,Maharashtra,24,cbillham34@rediff.com,Sep,9/24/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,24,24-Sep,Maharashtra24-Sep,Retain,7218044712
S1114,Orly,Fillimore,Male,West,Maharashtra,18,ofillimore35@360.cn,Oct,10/4/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,4,4-Oct,Maharashtra4-Oct,Retain,7218044720
S1115,Kristan,Davenhill,Female,West,Maharashtra,25,kdavenhill36@wikispaces.com,Oct,10/12/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,6,12,12-Oct,Maharashtra12-Oct,Retain,7218044728
S1116,Valle,Angell,Female,West,Maharashtra,25,vangell37@princeton.edu,Oct,10/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,8,8-Oct,Maharashtra8-Oct,Retain,7218044756
S1117,Sander,O'Hartigan,Male,West,Maharashtra,21,sohartigan38@sphinn.com,Nov,11/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,12,22,22-Nov,Maharashtra22-Nov,Retain,7218044760
S1118,Nannie,Jelks,Male,West,Maharashtra,25,njelks39@dailymail.co.uk,Nov,11/10/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,10,10-Nov,Maharashtra10-Nov,Retain,7218044764
S1119,Early,Nairn,Female,West,Maharashtra,23,enairn3a@scribd.com,Nov,11/26/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,26,26-Nov,Maharashtra26-Nov,Retain,7218044772
S1120,Ezekiel,Jeanon,Female,West,Maharashtra,20,ejeanon3b@tripadvisor.com,Nov,11/15/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,15,15-Nov,Maharashtra15-Nov,Retain,7218044784
