Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Start Date,State,TBmaster,Time Bucket,Trgt Flg,Zip,% Reach,Avegarge Visit,ClickThrough Rate,count ID,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Email Open Rate,Fax,Frequncy,Geo Level Id,HCP Engaged Email,HCP Reached email,Opt out Rate,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
801 W MAPLE ST,WELLINGTON,ARATI  K C,SOUTH EAST,ORLANDO,Decile 9-10,ARATI  K C@gmail.com,1/31/2021,U000101,NATION,US,1/27/2021,10012050,1001001,EXL,1/1/2021,FL,M11,M11,Y,33414,0,1,,1,0,0,0,1,0,0,0,9,0,"2,527,444,125",1,2,0,1,,"8,107,337,822",880,1,1
801 W MAPLE ST,WELLINGTON,ARATI  K C,SOUTH EAST,ORLANDO,Decile 9-10,ARATI  K C@gmail.com,12/20/2021,U000101,NATION,US,1/27/2021,10012050,1001001,EXL,1/1/2021,FL,YTD,YTD,Y,33414,0,1,,1,0,0,0,1,0,0,0,9,0,"2,527,444,125",1,2,0,1,,"8,107,337,822",880,1,1
801 W MAPLE ST,WELLINGTON,ARATI  K C,SOUTH EAST,ORLANDO,Decile 9-10,ARATI  K C@gmail.com,12/20/2021,U000101,NATION,US,1/27/2021,10012050,1001001,EXL,9/10/2020,FL,LTD,LTD,Y,33414,0,1,,1,0,0,0,1,0,0,0,9,0,"2,527,444,125",1,2,0,1,,"8,107,337,822",880,1,1
801 OSTRUM ST,BREWSTER,MARC S KOLPON,NORTHEAST,WHITE PLAINS / BRONX,Decile 3-4,MARC S KOLPON@EDU.ORG,1/31/2021,U000101,NATION,US,1/3/2021,10009845,1001001,EXL,1/1/2021,NY,M11,M11,N,10509,1,1,0.666666667,1,2,2,3,3,1,1,1,4,1,"7,632,363,026",1,2,1,1,0.333333333,"9,007,335,302",565,0,0
801 OSTRUM ST,BREWSTER,MARC S KOLPON,NORTHEAST,WHITE PLAINS / BRONX,Decile 3-4,MARC S KOLPON@EDU.ORG,12/20/2021,U000101,NATION,US,1/3/2021,10009845,1001001,EXL,1/1/2021,NY,YTD,YTD,N,10509,1,1,0.666666667,1,2,2,3,3,1,1,1,4,1,"7,632,363,026",1,2,1,1,0.333333333,"9,007,335,302",565,0,0
801 OSTRUM ST,BREWSTER,MARC S KOLPON,NORTHEAST,WHITE PLAINS / BRONX,Decile 3-4,MARC S KOLPON@EDU.ORG,12/20/2021,U000101,NATION,US,1/3/2021,10009845,1001001,EXL,9/10/2020,NY,LTD,LTD,N,10509,1,1,0.666666667,1,2,2,3,3,1,1,1,4,1,"7,632,363,026",1,2,1,1,0.333333333,"9,007,335,302",565,0,0
801 N LINCOLN AVE,LOS ANGELES,BRADLY PHILLIP MESSNER,WEST,LOS ANGELES EAST,Decile 9-10,BRADLY PHILLIP MESSNER@yahoo.com,12/20/2021,U000101,NATION,US,11/26/2020,10018530,1001001,EXL,9/10/2020,CA,LTD,LTD,Y,90045,1,1,,1,3,0,0,1,0,1,2,10,0,"3,147,473,338",1,2,0,1,,"8,107,331,742",120,0,0
800 WASHINGTON ST,CEDAR PARK,SUNIL D SHROFF,SOUTHWEST,AUSTIN,Decile 3-4,SUNIL D SHROFF@gmail.com,12/20/2021,U000101,NATION,US,9/27/2020,10012617,1001001,EXL,9/10/2020,TX,LTD,LTD,N,78613,1,1,0.333333333,1,2,1,3,4,1,0,2,3,0.75,"3,193,546,291",1,2,1,1,0.333333333,"9,407,338,470",961,1,1
800 W RANDOL MILL RD,W BLOOMFIELD,ANDREW RYAN RUBIN,GREAT LAKES,DETROIT NORTH,Decile 1-2,ANDREW RYAN RUBIN@gmail.com,5/31/2021,U000101,NATION,US,5/18/2021,10012841,1001001,EXL,5/1/2021,MI,M7,M7,N,48322,0,1,,1,0,0,0,4,0,0,0,1,0,"9,094,257,520",1,2,0,1,,"8,407,338,726",993,0,0
800 W RANDOL MILL RD,W BLOOMFIELD,ANDREW RYAN RUBIN,GREAT LAKES,DETROIT NORTH,Decile 1-2,ANDREW RYAN RUBIN@gmail.com,12/20/2021,U000101,NATION,US,5/18/2021,10012841,1001001,EXL,1/1/2021,MI,YTD,YTD,N,48322,0,1,,1,0,0,0,4,0,0,0,1,0,"9,094,257,520",1,2,0,1,,"8,407,338,726",993,0,0
800 W RANDOL MILL RD,W BLOOMFIELD,ANDREW RYAN RUBIN,GREAT LAKES,DETROIT NORTH,Decile 1-2,ANDREW RYAN RUBIN@gmail.com,12/20/2021,U000101,NATION,US,5/18/2021,10012841,1001001,EXL,9/10/2020,MI,LTD,LTD,N,48322,0,1,,1,0,0,0,4,0,0,0,1,0,"9,094,257,520",1,2,0,1,,"8,407,338,726",993,0,0
800 N WESTMORELAND RD STE 201,ELKTON,WILLIAM B SEIDEN,MID-ATLANTIC,BALTIMORE,Decile 3-4,WILLIAM B SEIDEN@gmail.com,8/31/2021,U000101,NATION,US,8/20/2021,10019419,1001001,EXL,8/1/2021,MD,M4,M4,N,21921,1,1,,1,2,0,0,0,0,0,2,4,,"3,056,545,274",1,2,0,0,,"9,007,332,758",247,1,1
800 N WESTMORELAND RD STE 201,ELKTON,WILLIAM B SEIDEN,MID-ATLANTIC,BALTIMORE,Decile 3-4,WILLIAM B SEIDEN@gmail.com,12/20/2021,U000101,NATION,US,8/20/2021,10019419,1001001,EXL,1/1/2021,MD,YTD,YTD,N,21921,1,1,,1,2,0,0,0,0,0,2,4,,"3,056,545,274",1,2,0,0,,"9,007,332,758",247,1,1
800 N WESTMORELAND RD STE 201,ELKTON,WILLIAM B SEIDEN,MID-ATLANTIC,BALTIMORE,Decile 3-4,WILLIAM B SEIDEN@gmail.com,12/20/2021,U000101,NATION,US,8/20/2021,10019419,1001001,EXL,9/10/2020,MD,LTD,LTD,N,21921,1,1,,1,2,0,0,0,0,0,2,4,,"3,056,545,274",1,2,0,0,,"9,007,332,758",247,1,1
800 HOWARD AVE,ROCHESTER,MARY M ZORZANELLO,GREAT LAKES,DETROIT NORTH,Decile 9-10,MARY M ZORZANELLO@outlook.com,2/28/2021,U000101,NATION,US,2/10/2021,10021251,1001001,EXL,2/1/2021,MI,M10,M10,Y,48309,1,1,,1,1,0,0,0,0,1,0,10,,"6,142,935,503",1,2,0,0,,"9,407,331,054",34,1,0
800 HOWARD AVE,ROCHESTER,MARY M ZORZANELLO,GREAT LAKES,DETROIT NORTH,Decile 9-10,MARY M ZORZANELLO@outlook.com,12/20/2021,U000101,NATION,US,2/10/2021,10021251,1001001,EXL,1/1/2021,MI,YTD,YTD,Y,48309,1,1,,1,1,0,0,0,0,1,0,10,,"6,142,935,503",1,2,0,0,,"9,407,331,054",34,1,0
800 HOWARD AVE,ROCHESTER,MARY M ZORZANELLO,GREAT LAKES,DETROIT NORTH,Decile 9-10,MARY M ZORZANELLO@outlook.com,12/20/2021,U000101,NATION,US,2/10/2021,10021251,1001001,EXL,9/10/2020,MI,LTD,LTD,Y,48309,1,1,,1,1,0,0,0,0,1,0,10,,"6,142,935,503",1,2,0,0,,"9,407,331,054",34,1,0
800 COOPER AVE STE 11,MERRILLVILLE,MIRJON  BISHJA,GREAT LAKES,INDIANAPOLIS NORTH,Decile 7-8,MIRJON  BISHJA@gmail.com,8/31/2021,U000101,NATION,US,8/5/2021,10019601,1001001,EXL,8/1/2021,IN,M4,M4,N,46410,1,1,0,1,1,0,2,2,0,1,0,8,1,"2,035,736,707",1,2,0,1,0,"9,007,332,966",273,0,0
800 COOPER AVE STE 11,MERRILLVILLE,MIRJON  BISHJA,GREAT LAKES,INDIANAPOLIS NORTH,Decile 7-8,MIRJON  BISHJA@gmail.com,12/20/2021,U000101,NATION,US,8/5/2021,10019601,1001001,EXL,1/1/2021,IN,YTD,YTD,N,46410,1,1,0,1,1,0,2,2,0,1,0,8,1,"2,035,736,707",1,2,0,1,0,"9,007,332,966",273,0,0
800 COOPER AVE STE 11,MERRILLVILLE,MIRJON  BISHJA,GREAT LAKES,INDIANAPOLIS NORTH,Decile 7-8,MIRJON  BISHJA@gmail.com,12/20/2021,U000101,NATION,US,8/5/2021,10019601,1001001,EXL,9/10/2020,IN,LTD,LTD,N,46410,1,1,0,1,1,0,2,2,0,1,0,8,1,"2,035,736,707",1,2,0,1,0,"9,007,332,966",273,0,0
788 8TH AVE SE STE 204,THIBODAUX,LORITA L PHILLIPS,SOUTHWEST,NEW ORLEANS,Decile 7-8,LORITA L PHILLIPS@icould.com,5/31/2021,U000101,NATION,US,5/8/2021,10013100,1001001,EXL,5/1/2021,LA,M7,M7,N,70301,1,1,,1,1,0,0,0,0,1,0,8,,"9,094,731,071",1,2,0,0,,"7,507,339,022","1,030",0,0
788 8TH AVE SE STE 204,THIBODAUX,LORITA L PHILLIPS,SOUTHWEST,NEW ORLEANS,Decile 7-8,LORITA L PHILLIPS@icould.com,12/20/2021,U000101,NATION,US,5/8/2021,10013100,1001001,EXL,1/1/2021,LA,YTD,YTD,N,70301,1,1,,1,1,0,0,0,0,1,0,8,,"9,094,731,071",1,2,0,0,,"7,507,339,022","1,030",0,0
788 8TH AVE SE STE 204,THIBODAUX,LORITA L PHILLIPS,SOUTHWEST,NEW ORLEANS,Decile 7-8,LORITA L PHILLIPS@icould.com,12/20/2021,U000101,NATION,US,5/8/2021,10013100,1001001,EXL,9/10/2020,LA,LTD,LTD,N,70301,1,1,,1,1,0,0,0,0,1,0,8,,"9,094,731,071",1,2,0,0,,"7,507,339,022","1,030",0,0
784 HIGH ST,WYTHEVILLE,AHNA NICOLE BISHOP,MID-CENTRAL,LEXINGTON,Decile 3-4,AHNA NICOLE BISHOP@yahoo.com,2/28/2021,U000101,NATION,US,2/2/2021,10011441,1001001,EXL,2/1/2021,VA,M10,M10,N,24382,1,1,,1,2,0,0,0,0,0,2,3,,"7,043,582,716",1,2,0,0,,"8,107,337,126",793,0,0
784 HIGH ST,WYTHEVILLE,AHNA NICOLE BISHOP,MID-CENTRAL,LEXINGTON,Decile 3-4,AHNA NICOLE BISHOP@yahoo.com,12/20/2021,U000101,NATION,US,2/2/2021,10011441,1001001,EXL,1/1/2021,VA,YTD,YTD,N,24382,1,1,,1,2,0,0,0,0,0,2,3,,"7,043,582,716",1,2,0,0,,"8,107,337,126",793,0,0
784 HIGH ST,WYTHEVILLE,AHNA NICOLE BISHOP,MID-CENTRAL,LEXINGTON,Decile 3-4,AHNA NICOLE BISHOP@yahoo.com,12/20/2021,U000101,NATION,US,2/2/2021,10011441,1001001,EXL,9/10/2020,VA,LTD,LTD,N,24382,1,1,,1,2,0,0,0,0,0,2,3,,"7,043,582,716",1,2,0,0,,"8,107,337,126",793,0,0
777 CLINTON AVE S STE 700,RUSSELLVILLE,CAROLYN R BRADDOCK,MID-CENTRAL,LOUISVILLE,Decile 1-2,CAROLYN R BRADDOCK@gmail.com,5/31/2021,U000101,NATION,US,5/28/2021,10020511,1001001,EXL,5/1/2021,KY,M7,M7,N,42276,1,1,,1,1,0,0,0,0,0,1,1,,"3,522,650,539",1,2,0,0,,"9,007,334,006",403,1,0
777 CLINTON AVE S STE 700,RUSSELLVILLE,CAROLYN R BRADDOCK,MID-CENTRAL,LOUISVILLE,Decile 1-2,CAROLYN R BRADDOCK@gmail.com,12/20/2021,U000101,NATION,US,5/28/2021,10020511,1001001,EXL,1/1/2021,KY,YTD,YTD,N,42276,1,1,,1,1,0,0,0,0,0,1,1,,"3,522,650,539",1,2,0,0,,"9,007,334,006",403,1,0
777 CLINTON AVE S STE 700,RUSSELLVILLE,CAROLYN R BRADDOCK,MID-CENTRAL,LOUISVILLE,Decile 1-2,CAROLYN R BRADDOCK@gmail.com,12/20/2021,U000101,NATION,US,5/28/2021,10020511,1001001,EXL,9/10/2020,KY,LTD,LTD,N,42276,1,1,,1,1,0,0,0,0,0,1,1,,"3,522,650,539",1,2,0,0,,"9,007,334,006",403,1,0
777 CLINTON AVE S,MACON,CARISSA ANN SINGH,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,CARISSA ANN SINGH@thunderbird.com,12/20/2021,U000101,NATION,US,10/30/2020,10010118,1001001,EXL,9/10/2020,GA,LTD,LTD,N,31217,0,1,,1,0,0,0,0,0,0,0,5,,"6,053,227,519",1,2,0,0,,"7,807,335,614",604,1,1
771 ALBANY ST DOWLING # 1,GROVE CITY,JOSEPH R PARE,GREAT LAKES,COLUMBUS,Decile 1-2,JOSEPH R PARE@gmail.com,12/20/2021,U000101,NATION,US,12/31/2020,10010566,1001001,EXL,9/10/2020,OH,LTD,LTD,N,43123,1,1,1,1,1,2,2,3,1,0,1,1,0.666666667,"9,042,444,508",1,2,1,1,0.5,"8,307,336,126",668,1,0
770 W BROAD ST,ROSEVILLE,JENNIFER ANNE CLAYTON,GREAT LAKES,DETROIT SOUTH,Decile 7-8,JENNIFER ANNE CLAYTON@gmail.com,2/28/2021,U000101,NATION,US,2/1/2021,10019818,1001001,EXL,2/1/2021,MI,M10,M10,N,48066,1,1,,1,3,0,0,3,0,1,2,7,0,"3,143,629,878",1,2,0,1,,"9,407,333,214",304,1,1
770 W BROAD ST,ROSEVILLE,JENNIFER ANNE CLAYTON,GREAT LAKES,DETROIT SOUTH,Decile 7-8,JENNIFER ANNE CLAYTON@gmail.com,12/20/2021,U000101,NATION,US,2/1/2021,10019818,1001001,EXL,1/1/2021,MI,YTD,YTD,N,48066,1,1,,1,3,0,0,3,0,1,2,7,0,"3,143,629,878",1,2,0,1,,"9,407,333,214",304,1,1
770 W BROAD ST,ROSEVILLE,JENNIFER ANNE CLAYTON,GREAT LAKES,DETROIT SOUTH,Decile 7-8,JENNIFER ANNE CLAYTON@gmail.com,12/20/2021,U000101,NATION,US,2/1/2021,10019818,1001001,EXL,9/10/2020,MI,LTD,LTD,N,48066,1,1,,1,3,0,0,3,0,1,2,7,0,"3,143,629,878",1,2,0,1,,"9,407,333,214",304,1,1
764 CAMPBELL AVE STE E,MEDFORD,SREEDHAR R GOTTIPARTHY,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,SREEDHAR R GOTTIPARTHY@outlook.com,1/31/2021,U000101,NATION,US,1/23/2021,10019559,1001001,EXL,1/1/2021,OR,M11,M11,Y,97504,1,1,0.333333333,1,1,1,3,3,1,1,0,9,1,"5,072,845,745",1,2,1,1,0.333333333,"8,407,332,918",267,0,0
764 CAMPBELL AVE STE E,MEDFORD,SREEDHAR R GOTTIPARTHY,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,SREEDHAR R GOTTIPARTHY@outlook.com,12/20/2021,U000101,NATION,US,1/23/2021,10019559,1001001,EXL,1/1/2021,OR,YTD,YTD,Y,97504,1,1,0.333333333,1,1,1,3,3,1,1,0,9,1,"5,072,845,745",1,2,1,1,0.333333333,"8,407,332,918",267,0,0
764 CAMPBELL AVE STE E,MEDFORD,SREEDHAR R GOTTIPARTHY,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,SREEDHAR R GOTTIPARTHY@outlook.com,12/20/2021,U000101,NATION,US,1/23/2021,10019559,1001001,EXL,9/10/2020,OR,LTD,LTD,Y,97504,1,1,0.333333333,1,1,1,3,3,1,1,0,9,1,"5,072,845,745",1,2,1,1,0.333333333,"8,407,332,918",267,0,0
760 BROADWAY,FORT BENNING,SYED M HASAN,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,SYED M HASAN@gmail.com,8/31/2021,U000101,NATION,US,8/25/2021,10018453,1001001,EXL,8/1/2021,GA,M4,M4,N,31905,0,1,1,1,0,1,1,3,1,0,0,6,0.333333333,"7,037,767,799",1,2,1,1,1,"8,307,331,654",109,1,1
760 BROADWAY,FORT BENNING,SYED M HASAN,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,SYED M HASAN@gmail.com,12/20/2021,U000101,NATION,US,8/25/2021,10018453,1001001,EXL,1/1/2021,GA,YTD,YTD,N,31905,0,1,1,1,0,1,1,3,1,0,0,6,0.333333333,"7,037,767,799",1,2,1,1,1,"8,307,331,654",109,1,1
760 BROADWAY,FORT BENNING,SYED M HASAN,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,SYED M HASAN@gmail.com,12/20/2021,U000101,NATION,US,8/25/2021,10018453,1001001,EXL,9/10/2020,GA,LTD,LTD,N,31905,0,1,1,1,0,1,1,3,1,0,0,6,0.333333333,"7,037,767,799",1,2,1,1,1,"8,307,331,654",109,1,1
759 S MAIN ST STE 300,FLORISSANT,SUSAN C MOOSE,MIDWEST,SAINT LOUIS EAST,Decile 9-10,SUSAN C MOOSE@aolmail.com,12/31/2020,U000101,NATION,US,12/14/2020,10012120,1001001,EXL,12/1/2020,MO,M12,M12,Y,63031,1,1,,1,2,0,0,3,0,0,2,9,0,"7,178,511,710",1,2,0,1,,"8,307,337,902",890,1,0
759 S MAIN ST STE 300,FLORISSANT,SUSAN C MOOSE,MIDWEST,SAINT LOUIS EAST,Decile 9-10,SUSAN C MOOSE@aolmail.com,12/20/2021,U000101,NATION,US,12/14/2020,10012120,1001001,EXL,9/10/2020,MO,LTD,LTD,Y,63031,1,1,,1,2,0,0,3,0,0,2,9,0,"7,178,511,710",1,2,0,1,,"8,307,337,902",890,1,0
759 CHESTNUT ST,WILMINGTON,KATHRYN ANNE SAVARESE,MID-CENTRAL,RALEIGH DURHAM,Decile 3-4,KATHRYN ANNE SAVARESE@yahoo.com,12/20/2021,U000101,NATION,US,10/27/2020,10021426,1001001,EXL,9/10/2020,NC,LTD,LTD,N,28401,1,1,0,1,2,0,1,1,0,1,1,3,1,"2,153,495,579",1,2,0,1,0,"7,507,331,254",59,1,1
759 CHESTNUT ST,INDIAN HARBOUR BEACH,NICOLE MARY MEGAZZINI,SOUTH EAST,ORLANDO,Decile 5-6,NICOLE MARY MEGAZZINI@yahoo.com,1/31/2021,U000101,NATION,US,1/24/2021,10019167,1001001,EXL,1/1/2021,FL,M11,M11,N,32937,1,1,0.666666667,1,1,2,3,3,1,1,0,5,1,"7,178,513,521",1,2,1,1,0.333333333,"9,407,332,470",211,0,0
759 CHESTNUT ST,KNIGHTDALE,JANHVI R NIMBALKAR,MID-CENTRAL,RALEIGH DURHAM,Decile 9-10,JANHVI R NIMBALKAR@thunderbird.com,12/20/2021,U000101,NATION,US,10/31/2021,10018880,1001001,EXL,10/1/2021,NC,QTD,QTD,Y,27545,1,1,,1,2,0,0,3,0,0,2,9,0,"3,302,874,902",1,2,0,1,,"9,007,332,142",170,1,0
759 CHESTNUT ST,INDIAN HARBOUR BEACH,NICOLE MARY MEGAZZINI,SOUTH EAST,ORLANDO,Decile 5-6,NICOLE MARY MEGAZZINI@yahoo.com,12/20/2021,U000101,NATION,US,1/24/2021,10019167,1001001,EXL,1/1/2021,FL,YTD,YTD,N,32937,1,1,0.666666667,1,1,2,3,3,1,1,0,5,1,"7,178,513,521",1,2,1,1,0.333333333,"9,407,332,470",211,0,0
759 CHESTNUT ST,KNIGHTDALE,JANHVI R NIMBALKAR,MID-CENTRAL,RALEIGH DURHAM,Decile 9-10,JANHVI R NIMBALKAR@thunderbird.com,12/20/2021,U000101,NATION,US,10/31/2021,10018880,1001001,EXL,1/1/2021,NC,YTD,YTD,Y,27545,1,1,,1,2,0,0,3,0,0,2,9,0,"3,302,874,902",1,2,0,1,,"9,007,332,142",170,1,0
759 CHESTNUT ST,INDIAN HARBOUR BEACH,NICOLE MARY MEGAZZINI,SOUTH EAST,ORLANDO,Decile 5-6,NICOLE MARY MEGAZZINI@yahoo.com,12/20/2021,U000101,NATION,US,1/24/2021,10019167,1001001,EXL,9/10/2020,FL,LTD,LTD,N,32937,1,1,0.666666667,1,1,2,3,3,1,1,0,5,1,"7,178,513,521",1,2,1,1,0.333333333,"9,407,332,470",211,0,0
759 CHESTNUT ST,KNIGHTDALE,JANHVI R NIMBALKAR,MID-CENTRAL,RALEIGH DURHAM,Decile 9-10,JANHVI R NIMBALKAR@thunderbird.com,12/20/2021,U000101,NATION,US,10/31/2021,10018880,1001001,EXL,9/10/2020,NC,LTD,LTD,Y,27545,1,1,,1,2,0,0,3,0,0,2,9,0,"3,302,874,902",1,2,0,1,,"9,007,332,142",170,1,0
757 WESTWOOD PLZ,QUEENSBURY,MALKEET  GUPTA,NORTHEAST,ALBANY,Decile 7-8,MALKEET  GUPTA@outlook.com,1/31/2021,U000101,NATION,US,1/3/2021,10011469,1001001,EXL,1/1/2021,NY,M11,M11,N,12804,1,1,,1,2,0,0,0,0,1,1,7,,"9,202,372,043",1,2,0,0,,"8,307,337,158",797,1,0
757 WESTWOOD PLZ,QUEENSBURY,MALKEET  GUPTA,NORTHEAST,ALBANY,Decile 7-8,MALKEET  GUPTA@outlook.com,12/20/2021,U000101,NATION,US,1/3/2021,10011469,1001001,EXL,1/1/2021,NY,YTD,YTD,N,12804,1,1,,1,2,0,0,0,0,1,1,7,,"9,202,372,043",1,2,0,0,,"8,307,337,158",797,1,0
757 WESTWOOD PLZ,QUEENSBURY,MALKEET  GUPTA,NORTHEAST,ALBANY,Decile 7-8,MALKEET  GUPTA@outlook.com,12/20/2021,U000101,NATION,US,1/3/2021,10011469,1001001,EXL,9/10/2020,NY,LTD,LTD,N,12804,1,1,,1,2,0,0,0,0,1,1,7,,"9,202,372,043",1,2,0,0,,"8,307,337,158",797,1,0
755 WEHRLE DR,FRANKLINTON,WINSTON GEORGE DOUGLAS,MID-CENTRAL,RALEIGH DURHAM,Decile 1-2,WINSTON GEORGE DOUGLAS@gmail.com,7/31/2021,U000101,NATION,US,7/6/2021,10012834,1001001,EXL,7/1/2021,NC,M5,M5,N,27525,1,1,0.666666667,1,2,2,3,3,1,1,1,1,1,"3,182,127,995",1,2,1,1,0.333333333,"9,007,338,718",992,0,0
755 WEHRLE DR,FRANKLINTON,WINSTON GEORGE DOUGLAS,MID-CENTRAL,RALEIGH DURHAM,Decile 1-2,WINSTON GEORGE DOUGLAS@gmail.com,12/20/2021,U000101,NATION,US,7/6/2021,10012834,1001001,EXL,1/1/2021,NC,YTD,YTD,N,27525,1,1,0.666666667,1,2,2,3,3,1,1,1,1,1,"3,182,127,995",1,2,1,1,0.333333333,"9,007,338,718",992,0,0
755 WEHRLE DR,FRANKLINTON,WINSTON GEORGE DOUGLAS,MID-CENTRAL,RALEIGH DURHAM,Decile 1-2,WINSTON GEORGE DOUGLAS@gmail.com,12/20/2021,U000101,NATION,US,7/6/2021,10012834,1001001,EXL,9/10/2020,NC,LTD,LTD,N,27525,1,1,0.666666667,1,2,2,3,3,1,1,1,1,1,"3,182,127,995",1,2,1,1,0.333333333,"9,007,338,718",992,0,0
750 S STATE ST,OTTUMWA,EVA  KURILO,MIDWEST,CEDAR RAPIDS / DES MOINES,Decile 7-8,EVA  KURILO@gmail.com,6/30/2021,U000101,NATION,US,6/27/2021,10009215,1001001,EXL,6/1/2021,IA,M6,M6,N,52501,1,1,,1,2,0,0,0,0,0,2,8,,"2,059,757,546",1,2,0,0,,"7,507,334,582",475,0,0
750 S STATE ST,OTTUMWA,EVA  KURILO,MIDWEST,CEDAR RAPIDS / DES MOINES,Decile 7-8,EVA  KURILO@gmail.com,12/20/2021,U000101,NATION,US,6/27/2021,10009215,1001001,EXL,1/1/2021,IA,YTD,YTD,N,52501,1,1,,1,2,0,0,0,0,0,2,8,,"2,059,757,546",1,2,0,0,,"7,507,334,582",475,0,0
750 S STATE ST,OTTUMWA,EVA  KURILO,MIDWEST,CEDAR RAPIDS / DES MOINES,Decile 7-8,EVA  KURILO@gmail.com,12/20/2021,U000101,NATION,US,6/27/2021,10009215,1001001,EXL,9/10/2020,IA,LTD,LTD,N,52501,1,1,,1,2,0,0,0,0,0,2,8,,"2,059,757,546",1,2,0,0,,"7,507,334,582",475,0,0
750 MORPHY AVE,PORTERVILLE,MCRAE WITHERSPOON WILLIAMS,WEST,SAN FRANCISCO EAST,Decile 1-2,MCRAE WITHERSPOON WILLIAMS@icould.com,4/30/2021,U000101,NATION,US,4/17/2021,10011364,1001001,EXL,4/1/2021,CA,M8,M8,N,93257,1,1,0,1,2,0,1,4,0,0,2,1,0.25,"6,195,832,729",1,2,0,1,0,"8,307,337,038",782,1,1
750 MORPHY AVE,PORTERVILLE,MCRAE WITHERSPOON WILLIAMS,WEST,SAN FRANCISCO EAST,Decile 1-2,MCRAE WITHERSPOON WILLIAMS@icould.com,12/20/2021,U000101,NATION,US,4/17/2021,10011364,1001001,EXL,1/1/2021,CA,YTD,YTD,N,93257,1,1,0,1,2,0,1,4,0,0,2,1,0.25,"6,195,832,729",1,2,0,1,0,"8,307,337,038",782,1,1
750 MORPHY AVE,PORTERVILLE,MCRAE WITHERSPOON WILLIAMS,WEST,SAN FRANCISCO EAST,Decile 1-2,MCRAE WITHERSPOON WILLIAMS@icould.com,12/20/2021,U000101,NATION,US,4/17/2021,10011364,1001001,EXL,9/10/2020,CA,LTD,LTD,N,93257,1,1,0,1,2,0,1,4,0,0,2,1,0.25,"6,195,832,729",1,2,0,1,0,"8,307,337,038",782,1,1
730 SOM CENTER RD STE 230,HIGHLAND PARK,YORAM  MOYAL,MIDWEST,CHICAGO NORTH,Decile 7-8,YORAM  MOYAL@aolmail.com,5/31/2021,U000101,NATION,US,5/20/2021,10009789,1001001,EXL,5/1/2021,IL,M7,M7,N,60035,1,1,,1,1,0,0,0,0,0,1,7,,"3,033,067,753",1,2,0,0,,"9,007,335,238",557,0,0
730 SOM CENTER RD STE 230,HIGHLAND PARK,YORAM  MOYAL,MIDWEST,CHICAGO NORTH,Decile 7-8,YORAM  MOYAL@aolmail.com,12/20/2021,U000101,NATION,US,5/20/2021,10009789,1001001,EXL,1/1/2021,IL,YTD,YTD,N,60035,1,1,,1,1,0,0,0,0,0,1,7,,"3,033,067,753",1,2,0,0,,"9,007,335,238",557,0,0
730 SOM CENTER RD STE 230,HIGHLAND PARK,YORAM  MOYAL,MIDWEST,CHICAGO NORTH,Decile 7-8,YORAM  MOYAL@aolmail.com,12/20/2021,U000101,NATION,US,5/20/2021,10009789,1001001,EXL,9/10/2020,IL,LTD,LTD,N,60035,1,1,,1,1,0,0,0,0,0,1,7,,"3,033,067,753",1,2,0,0,,"9,007,335,238",557,0,0
730 N MACOMB ST STE 200,WYOMISSING,RIZWAN MEHMOOD MUFTI,MID-ATLANTIC,PHILADELPHIA NORTH,Decile 1-2,RIZWAN MEHMOOD MUFTI@GLOBAL.NET,10/31/2021,U000101,NATION,US,10/20/2021,10019468,1001001,EXL,10/1/2021,PA,M2,M2,N,19610,1,1,1,1,1,2,2,4,0,1,0,2,0.5,"8,054,666,011",1,2,1,1,0,"7,807,332,814",254,1,0
730 N MACOMB ST STE 200,WYOMISSING,RIZWAN MEHMOOD MUFTI,MID-ATLANTIC,PHILADELPHIA NORTH,Decile 1-2,RIZWAN MEHMOOD MUFTI@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/20/2021,10019468,1001001,EXL,10/1/2021,PA,QTD,QTD,N,19610,1,1,1,1,1,2,2,4,0,1,0,2,0.5,"8,054,666,011",1,2,1,1,0,"7,807,332,814",254,1,0
730 N MACOMB ST STE 200,WYOMISSING,RIZWAN MEHMOOD MUFTI,MID-ATLANTIC,PHILADELPHIA NORTH,Decile 1-2,RIZWAN MEHMOOD MUFTI@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/20/2021,10019468,1001001,EXL,1/1/2021,PA,YTD,YTD,N,19610,1,1,1,1,1,2,2,4,0,1,0,2,0.5,"8,054,666,011",1,2,1,1,0,"7,807,332,814",254,1,0
